Lead_ID,Region,State,Course,Time_Slot,Pitch_Category,Pitch_Minutes,Followup_Gap,Script_Tone,Attempts,Lag,ELT,Outreach_Type,Engagement_Score,Lead_Score,High_Engagement,Conversion_Probability
L04066,North,Uttar Pradesh,Cloud,Evening,Short,1.4,Same Day,Formal,1,1.3,11.1,Campus Ambassador,88,76,1,61
L04067,West,Gujarat,AI & ML,Morning,Short,2.7,Same Day,Formal,1,8.9,14.4,Campus Ambassador,74,61,1,67.8
L04068,South,Andhra Pradesh,Cybersecurity,Evening,Long,10.1,2 Days,Semi-Formal,1,6.6,12.2,Campus Ambassador,65,61,0,71.7
L04069,West,Maharashtra,Data Science,Morning,Long,9.6,1 Day,Casual,1,5,11.7,Direct,62,56,0,36.2
L04070,North,Punjab,AI & ML,Evening,Short,1.2,Same Day,Formal,1,1,13.4,Direct,89,68,1,65.1
L04071,South,Telangana,Data Science,Evening,Medium,5.5,Same Day,Semi-Formal,1,8.1,11.5,Campus Ambassador,54,54,0,44.5
L04072,West,Goa,Cybersecurity,Afternoon,Long,10.9,Same Day,Formal,1,7.5,12.6,Campus Ambassador,51,49,0,33.3
L04073,North,Delhi,AI & ML,Evening,Short,2.7,1 Day,Semi-Formal,1,6.4,14.6,Direct,69,65,0,55.1
L04074,North,Delhi,Full Stack,Morning,Short,1.6,Same Day,Semi-Formal,1,5.9,13.9,Direct,82,64,1,43.6
L04075,North,Uttar Pradesh,Data Science,Evening,Medium,6.8,Same Day,Semi-Formal,1,5,17,Campus Ambassador,81,63,1,49.8
L04076,North,Uttar Pradesh,Data Science,Morning,Medium,6.8,2 Days,Formal,1,1,11.7,Direct,68,66,0,45.2
L04077,South,Tamil Nadu,Full Stack,Afternoon,Medium,6,Same Day,Semi-Formal,1,2.7,13.3,Direct,83,71,1,52.2
L04078,South,Karnataka,Data Science,Morning,Long,10.4,2 Days,Semi-Formal,1,7.1,12.2,Direct,48,44,0,32.8
L04079,West,Goa,Data Science,Evening,Short,1.4,Same Day,Formal,1,6,12.3,Direct,100,83,1,71.2
L04080,South,Andhra Pradesh,Cloud,Evening,Short,2.8,1 Day,Casual,1,7.4,14.5,Direct,78,68,1,61.4
L04081,North,Delhi,Data Science,Evening,Long,9.7,1 Day,Casual,1,5.6,10.9,Campus Ambassador,88,77,1,44.9
L04082,South,Telangana,Cybersecurity,Evening,Short,2.3,3-5 Days,Casual,1,8.6,12,Direct,66,53,0,44.3
L04083,South,Andhra Pradesh,Full Stack,Morning,Long,9.3,1 Day,Casual,1,6.5,17.8,Direct,52,48,0,25.2
L04084,West,Maharashtra,Cybersecurity,Evening,Long,10.5,3-5 Days,Formal,1,3.8,11.3,Direct,58,47,0,57.9
L04085,North,Rajasthan,AI & ML,Evening,Short,1.1,Same Day,Casual,1,4.1,17.1,Campus Ambassador,64,63,0,53
L04086,North,Rajasthan,AI & ML,Evening,Medium,5.9,Same Day,Semi-Formal,1,1.5,16.7,Campus Ambassador,66,61,0,39.7
L04087,North,Punjab,Full Stack,Afternoon,Short,1.1,1 Day,Semi-Formal,1,9.1,13.6,Campus Ambassador,100,86,1,84
L04088,West,Maharashtra,Data Science,Afternoon,Short,1.5,Same Day,Formal,1,4.4,10.5,Direct,58,56,0,52.1
L04089,South,Kerala,Cloud,Morning,Medium,6.1,Same Day,Casual,1,7.5,14.9,Direct,57,48,0,29.9
L04090,South,Kerala,Full Stack,Morning,Short,1.6,3-5 Days,Formal,1,4.7,11.4,Campus Ambassador,49,44,0,44
L04091,North,Uttar Pradesh,Cybersecurity,Morning,Medium,5.4,2 Days,Formal,1,3.7,12.8,Campus Ambassador,82,73,1,52
L04092,North,Delhi,Full Stack,Morning,Long,9,1 Day,Casual,1,5.2,11.5,Campus Ambassador,73,57,1,63.4
L04093,West,Goa,Cybersecurity,Evening,Short,2,1 Day,Formal,1,1.3,14.3,Campus Ambassador,50,41,0,47.8
L04094,South,Telangana,AI & ML,Afternoon,Long,10.6,Same Day,Semi-Formal,1,7.9,16,Direct,92,74,1,82
L04095,North,Rajasthan,AI & ML,Afternoon,Long,10.6,2 Days,Semi-Formal,1,5,15.8,Direct,63,55,0,58
L04096,South,Andhra Pradesh,Full Stack,Morning,Short,2.7,1 Day,Semi-Formal,1,1,8.7,Direct,62,63,0,43.8
L04097,South,Telangana,AI & ML,Morning,Short,1.4,Same Day,Semi-Formal,4,5.1,13.9,Campus Ambassador,52,45,0,52.6
L04098,West,Gujarat,AI & ML,Morning,Medium,5.3,2 Days,Semi-Formal,1,3.7,9.6,Direct,57,55,0,48.2
L04099,East,Bihar,Full Stack,Afternoon,Short,1.3,1 Day,Formal,1,6.6,12.4,Direct,66,61,0,54.1
L04100,South,Andhra Pradesh,Cybersecurity,Evening,Short,1.7,1 Day,Semi-Formal,1,5.6,14.7,Direct,40,42,0,35.6
L04101,West,Maharashtra,Full Stack,Evening,Medium,5.9,Same Day,Formal,1,7.4,11.9,Direct,50,50,0,43.5
L04102,West,Maharashtra,Data Science,Afternoon,Medium,7,1 Day,Casual,1,5.2,12.9,Direct,60,53,0,36
L04103,West,Goa,Data Science,Morning,Medium,5.9,1 Day,Formal,1,6.8,13.9,Direct,59,47,0,64.4
L04104,East,Jharkhand,Full Stack,Afternoon,Short,2.6,1 Day,Casual,1,3.9,15.5,Direct,48,52,0,61.2
L04105,South,Kerala,Full Stack,Afternoon,Medium,6.4,1 Day,Casual,1,5.9,11.7,Direct,69,58,0,43.9
L04106,South,Telangana,Full Stack,Afternoon,Long,10,1 Day,Semi-Formal,1,2.5,16.2,Direct,40,37,0,32.1
L04107,South,Telangana,Data Science,Evening,Long,10.1,1 Day,Formal,1,4.8,12.5,Direct,34,35,0,37.8
L04108,South,Tamil Nadu,Data Science,Afternoon,Long,10.9,2 Days,Formal,1,4.7,10.4,Direct,84,65,1,60.3
L04109,South,Tamil Nadu,AI & ML,Afternoon,Medium,7,Same Day,Semi-Formal,1,4.5,13.2,Campus Ambassador,76,59,1,51.5
L04110,North,Punjab,Data Science,Morning,Medium,5.7,Same Day,Semi-Formal,1,1.8,11.6,Campus Ambassador,85,70,1,55.4
L04111,East,Odisha,AI & ML,Evening,Short,1.2,1 Day,Formal,1,7.9,12.3,Campus Ambassador,65,54,0,61.2
L04112,East,Jharkhand,Cloud,Afternoon,Medium,6.9,Same Day,Semi-Formal,1,4.7,14.1,Direct,66,66,0,52.4
L04113,West,Gujarat,AI & ML,Evening,Long,10.8,Same Day,Semi-Formal,1,5.1,10.7,Direct,78,62,1,51.1
L04114,South,Telangana,AI & ML,Morning,Medium,5.5,Same Day,Formal,1,3.3,15.1,Campus Ambassador,61,54,0,28.5
L04115,South,Kerala,Cybersecurity,Morning,Medium,6.4,Same Day,Semi-Formal,1,5,10.7,Direct,86,78,1,52.9
L04116,South,Telangana,Full Stack,Afternoon,Short,2,2 Days,Semi-Formal,1,4.8,10,Direct,55,53,0,43
L04117,East,Odisha,Data Science,Evening,Short,1.1,2 Days,Formal,1,6.5,11.6,Direct,40,39,0,41.9
L04118,South,Karnataka,Data Science,Morning,Medium,5.6,2 Days,Formal,1,4.4,14.4,Direct,54,54,0,46.7
L04119,West,Goa,Full Stack,Morning,Short,2.6,3-5 Days,Casual,1,6.8,11.7,Direct,60,54,0,41.4
L04120,North,Rajasthan,Full Stack,Evening,Medium,6.5,3-5 Days,Formal,1,3.8,14.2,Direct,61,63,0,57.2
L04121,South,Andhra Pradesh,Data Science,Evening,Medium,6.5,1 Day,Casual,1,3.5,16.7,Campus Ambassador,89,74,1,67.8
L04122,North,Uttar Pradesh,AI & ML,Evening,Short,2.2,1 Day,Formal,1,4.1,16.2,Direct,73,58,1,48.8
L04123,North,Punjab,Full Stack,Afternoon,Short,1.1,1 Day,Semi-Formal,1,1,17,Direct,78,60,1,37.3
L04124,South,Telangana,Data Science,Afternoon,Medium,6.8,3-5 Days,Casual,1,3.7,10.4,Campus Ambassador,24,30,0,32.8
L04125,North,Delhi,Full Stack,Evening,Long,9.6,Same Day,Formal,1,3.8,12.1,Campus Ambassador,77,70,1,59.7
L04126,South,Telangana,Cybersecurity,Morning,Long,10,1 Day,Formal,1,4.7,12.8,Direct,73,61,1,57.7
L04127,East,Bihar,Data Science,Morning,Medium,6.1,2 Days,Casual,1,4.4,12.2,Direct,46,47,0,53.3
L04128,East,Jharkhand,Cybersecurity,Morning,Medium,5.3,Same Day,Semi-Formal,2,7,10.7,Direct,79,67,1,50.9
L04129,South,Tamil Nadu,Cybersecurity,Evening,Medium,5.9,Same Day,Semi-Formal,1,3.5,13.7,Campus Ambassador,72,61,1,50.8
L04130,West,Gujarat,Cybersecurity,Evening,Medium,6.6,2 Days,Formal,1,7.7,12.1,Direct,30,28,0,27.1
L04131,South,Karnataka,Full Stack,Evening,Long,9.4,2 Days,Casual,1,5.3,12.3,Direct,54,54,0,66.3
L04132,South,Tamil Nadu,AI & ML,Afternoon,Long,10.5,1 Day,Casual,1,7.7,13.3,Direct,80,65,1,60.9
L04133,West,Maharashtra,Cloud,Evening,Medium,5.1,3-5 Days,Formal,1,9.6,15,Direct,54,45,0,48.6
L04134,North,Punjab,Data Science,Evening,Short,2.1,Same Day,Formal,1,6.8,13.3,Direct,73,64,1,70.9
L04135,East,Odisha,Cybersecurity,Morning,Medium,5.2,Same Day,Formal,1,2.7,13.4,Direct,71,67,1,49
L04136,South,Telangana,AI & ML,Evening,Short,2.2,Same Day,Formal,1,7.3,13.6,Direct,82,73,1,67.6
L04137,West,Gujarat,Full Stack,Evening,Medium,5.4,2 Days,Casual,1,2.8,16,Direct,29,31,0,21
L04138,West,Maharashtra,AI & ML,Morning,Long,10,Same Day,Semi-Formal,1,4.8,15.1,Direct,67,65,0,44.4
L04139,West,Goa,Full Stack,Afternoon,Long,10.6,2 Days,Semi-Formal,1,7.7,13.3,Campus Ambassador,63,60,0,55.6
L04140,West,Maharashtra,Data Science,Evening,Medium,5.4,Same Day,Casual,4,6.2,18.7,Direct,67,54,0,56.3
L04141,West,Gujarat,Cloud,Morning,Medium,6.5,2 Days,Semi-Formal,1,5.5,11.9,Direct,48,46,0,57.6
L04142,West,Gujarat,AI & ML,Evening,Medium,5.8,2 Days,Formal,1,1.6,14.5,Campus Ambassador,57,54,0,66.5
L04143,North,Rajasthan,Data Science,Evening,Long,9.4,Same Day,Formal,3,7.8,13.9,Direct,67,61,0,72.5
L04144,West,Goa,Data Science,Afternoon,Long,10.4,Same Day,Semi-Formal,1,6.1,14.5,Direct,87,77,1,57.7
L04145,North,Rajasthan,Cloud,Evening,Medium,6.2,3-5 Days,Formal,1,4.6,13.2,Campus Ambassador,60,53,0,38.7
L04146,West,Gujarat,Data Science,Evening,Medium,5.7,2 Days,Semi-Formal,1,5.6,9.5,Direct,64,58,0,32.3
L04147,West,Goa,Data Science,Morning,Short,1.4,3-5 Days,Casual,1,5.1,14.3,Direct,63,61,0,47.1
L04148,North,Rajasthan,AI & ML,Afternoon,Long,10.5,Same Day,Semi-Formal,1,4.1,13,Campus Ambassador,82,63,1,88.7
L04149,East,Jharkhand,AI & ML,Evening,Short,1.5,Same Day,Semi-Formal,1,5.8,14.8,Campus Ambassador,75,71,1,59.2
L04150,South,Kerala,Data Science,Morning,Short,1.6,Same Day,Semi-Formal,1,5.1,8.1,Campus Ambassador,88,79,1,52.5
L04151,North,Delhi,Cloud,Evening,Short,2,2 Days,Formal,1,6.7,10,Campus Ambassador,68,64,0,63.3
L04152,East,Bihar,Data Science,Evening,Long,10.8,1 Day,Formal,1,4.9,13,Direct,68,56,0,34
L04153,West,Maharashtra,Data Science,Afternoon,Medium,6,3-5 Days,Formal,1,3,14,Direct,39,39,0,44.9
L04154,North,Delhi,Data Science,Evening,Short,2.1,2 Days,Casual,1,8.3,12.4,Direct,54,52,0,57.6
L04155,East,Bihar,Cybersecurity,Afternoon,Medium,7,1 Day,Semi-Formal,1,6,15.7,Campus Ambassador,80,76,1,45.8
L04156,South,Tamil Nadu,AI & ML,Evening,Short,2.4,Same Day,Casual,1,3.8,11.2,Direct,80,73,1,48.9
L04157,West,Goa,Full Stack,Afternoon,Long,9.1,Same Day,Semi-Formal,2,9.5,9.7,Campus Ambassador,71,66,1,52.2
L04158,South,Tamil Nadu,Full Stack,Evening,Medium,5,Same Day,Semi-Formal,1,6.6,15.2,Campus Ambassador,69,62,0,64.9
L04159,East,Odisha,Data Science,Evening,Medium,6.3,2 Days,Casual,1,7,15.6,Direct,61,55,0,57.9
L04160,South,Kerala,AI & ML,Afternoon,Medium,6.4,Same Day,Casual,1,5,12.3,Direct,76,70,1,57.6
L04161,West,Goa,AI & ML,Evening,Medium,5,Same Day,Formal,1,5.4,15.2,Campus Ambassador,67,65,0,54.1
L04162,North,Rajasthan,Data Science,Afternoon,Short,2.6,Same Day,Semi-Formal,1,4,14.6,Campus Ambassador,89,76,1,76.8
L04163,West,Maharashtra,AI & ML,Morning,Medium,6.1,1 Day,Casual,4,1.7,12.4,Direct,53,56,0,40.1
L04164,East,Odisha,Full Stack,Morning,Medium,5.2,Same Day,Casual,1,6.3,13.3,Campus Ambassador,76,69,1,61.2
L04165,South,Kerala,Cybersecurity,Evening,Medium,5,Same Day,Formal,1,7.8,8.3,Direct,61,61,0,60.6
L04166,West,Maharashtra,AI & ML,Afternoon,Medium,5.4,Same Day,Semi-Formal,1,4.8,15.1,Campus Ambassador,78,65,1,43.1
L04167,West,Goa,Cybersecurity,Morning,Long,10.2,2 Days,Semi-Formal,1,8.1,13.8,Campus Ambassador,72,66,1,57.2
L04168,North,Rajasthan,Cybersecurity,Evening,Short,2.5,1 Day,Semi-Formal,1,7.5,7.9,Direct,76,69,1,50.5
L04169,South,Telangana,AI & ML,Afternoon,Medium,6.6,1 Day,Casual,1,5.6,13.2,Direct,82,64,1,68.8
L04170,East,West Bengal,AI & ML,Evening,Short,2.5,1 Day,Semi-Formal,3,7.6,13,Direct,51,50,0,44
L04171,South,Tamil Nadu,Cybersecurity,Afternoon,Long,10.2,1 Day,Formal,1,5.3,13.1,Direct,96,75,1,61.4
L04172,South,Tamil Nadu,Cloud,Afternoon,Medium,5.4,1 Day,Semi-Formal,1,7.5,12.3,Direct,83,78,1,65.6
L04173,North,Uttar Pradesh,Data Science,Evening,Long,10.1,1 Day,Semi-Formal,1,2.4,12.2,Direct,92,71,1,62.4
L04174,East,Bihar,Data Science,Afternoon,Short,2.3,1 Day,Formal,1,5.5,15.8,Direct,73,64,1,60.5
L04175,North,Uttar Pradesh,Full Stack,Evening,Long,10,3-5 Days,Casual,1,5.5,13,Direct,59,53,0,55.3
L04176,East,Jharkhand,Data Science,Morning,Short,2,3-5 Days,Formal,1,1.8,10,Direct,51,43,0,30.6
L04177,West,Gujarat,Cybersecurity,Morning,Long,9.9,Same Day,Semi-Formal,1,4.8,16.2,Campus Ambassador,67,59,0,49.7
L04178,South,Telangana,Data Science,Evening,Medium,6.3,Same Day,Casual,1,4,14.5,Campus Ambassador,73,56,1,46.1
L04179,East,West Bengal,Cloud,Afternoon,Long,9.3,1 Day,Semi-Formal,1,3.7,14.3,Direct,60,51,0,43.4
L04180,North,Rajasthan,Data Science,Morning,Medium,5.5,Same Day,Semi-Formal,1,5,10.8,Direct,84,70,1,61.2
L04181,South,Andhra Pradesh,Data Science,Morning,Medium,5.9,3-5 Days,Semi-Formal,1,6.4,16.7,Direct,63,57,0,48.5
L04182,South,Andhra Pradesh,AI & ML,Afternoon,Short,1,Same Day,Semi-Formal,1,4.8,13.1,Campus Ambassador,65,65,0,66.4
L04183,North,Punjab,Full Stack,Evening,Long,9.2,3-5 Days,Formal,1,3.8,13.9,Direct,52,45,0,46.7
L04184,North,Rajasthan,Cybersecurity,Morning,Short,1.2,1 Day,Formal,1,3,14.4,Direct,93,83,1,63.6
L04185,East,Bihar,Cybersecurity,Morning,Long,10.8,Same Day,Semi-Formal,1,3.5,11.4,Direct,78,74,1,59.8
L04186,West,Gujarat,Cloud,Evening,Short,1,Same Day,Semi-Formal,1,4.9,14.5,Campus Ambassador,65,52,0,53.9
L04187,South,Tamil Nadu,Full Stack,Evening,Long,9.7,Same Day,Semi-Formal,1,2.5,9.4,Direct,89,71,1,70.6
L04188,South,Telangana,Cloud,Afternoon,Long,10.8,2 Days,Semi-Formal,1,6.5,8.2,Campus Ambassador,47,51,0,52.2
L04189,West,Gujarat,Data Science,Afternoon,Medium,5.8,2 Days,Formal,1,5.5,11.5,Direct,80,70,1,54.4
L04190,South,Karnataka,Cloud,Morning,Long,10,1 Day,Semi-Formal,1,8,14.5,Direct,59,55,0,44.2
L04191,East,West Bengal,Cybersecurity,Morning,Short,1.8,1 Day,Formal,1,5.7,13.1,Direct,84,65,1,51.8
L04192,East,Bihar,Cloud,Morning,Long,10.2,Same Day,Formal,1,8.2,11.5,Direct,70,61,1,46.9
L04193,West,Goa,Cloud,Morning,Medium,6.4,Same Day,Casual,1,4,12.3,Direct,79,61,1,59.2
L04194,West,Goa,Cybersecurity,Evening,Short,2.8,2 Days,Formal,1,3.8,15.4,Direct,69,64,0,52
L04195,South,Kerala,Cybersecurity,Afternoon,Medium,5.7,Same Day,Casual,1,4.4,16.1,Direct,78,71,1,68.1
L04196,West,Gujarat,Full Stack,Afternoon,Medium,5.1,Same Day,Casual,1,5.6,15,Campus Ambassador,83,65,1,78.6
L04197,South,Kerala,Cybersecurity,Evening,Long,9.9,1 Day,Semi-Formal,1,1.2,11.7,Direct,61,59,0,49.7
L04198,North,Punjab,AI & ML,Afternoon,Short,1.8,2 Days,Semi-Formal,1,7.8,11.6,Direct,83,71,1,65.6
L04199,East,Jharkhand,AI & ML,Afternoon,Short,1.9,Same Day,Semi-Formal,1,4.2,13.6,Campus Ambassador,74,60,1,52.8
L04200,South,Kerala,AI & ML,Morning,Long,9.9,1 Day,Semi-Formal,1,4.9,12.7,Direct,64,56,0,42.4
L04201,South,Telangana,Data Science,Evening,Short,2.3,Same Day,Semi-Formal,3,4.6,11.7,Direct,55,48,0,42.8
L04202,West,Maharashtra,Data Science,Evening,Short,1.9,Same Day,Semi-Formal,1,3.1,8.9,Direct,66,66,0,49.3
L04203,North,Haryana,Cloud,Afternoon,Short,1.4,Same Day,Formal,1,3.9,16.1,Campus Ambassador,87,80,1,69.5
L04204,North,Haryana,Full Stack,Evening,Long,10.7,1 Day,Casual,1,6.2,9.5,Campus Ambassador,74,67,1,53
L04205,South,Tamil Nadu,Data Science,Evening,Long,10.5,1 Day,Casual,1,5.6,11.5,Direct,80,74,1,62.1
L04206,West,Goa,Full Stack,Evening,Long,9.9,Same Day,Casual,1,4.7,16.6,Campus Ambassador,47,47,0,51.4
L04207,North,Rajasthan,Data Science,Afternoon,Short,2.4,2 Days,Casual,1,3.1,13.4,Direct,70,60,1,58.2
L04208,South,Karnataka,Data Science,Afternoon,Medium,5.9,3-5 Days,Formal,1,4.9,10.8,Direct,72,69,1,46.8
L04209,West,Goa,Data Science,Afternoon,Short,2.4,Same Day,Formal,1,10.1,12.3,Direct,73,71,1,21.7
L04210,North,Punjab,Cloud,Afternoon,Medium,6.1,Same Day,Semi-Formal,1,9.8,17.8,Direct,64,58,0,65.7
L04211,West,Maharashtra,Data Science,Morning,Medium,6.8,Same Day,Formal,1,4.5,12.3,Direct,68,65,0,78.3
L04212,West,Maharashtra,Cloud,Evening,Medium,6.3,1 Day,Formal,1,9.2,16,Direct,68,65,0,43.4
L04213,North,Punjab,AI & ML,Evening,Short,2.3,2 Days,Casual,1,1,15.4,Direct,69,54,0,51.7
L04214,North,Rajasthan,Full Stack,Morning,Short,1.2,1 Day,Formal,1,4.2,12.8,Direct,85,65,1,45.8
L04215,South,Telangana,Cybersecurity,Morning,Medium,5.8,2 Days,Semi-Formal,1,7.1,15.7,Direct,52,49,0,52.3
L04216,South,Telangana,AI & ML,Evening,Short,2.4,1 Day,Casual,1,7.1,13.1,Direct,85,68,1,61.9
L04217,West,Goa,Cybersecurity,Evening,Long,9.5,1 Day,Semi-Formal,2,5,13,Direct,48,43,0,49.7
L04218,North,Punjab,Cybersecurity,Evening,Long,10.3,1 Day,Casual,1,6,14.6,Direct,61,58,0,45.5
L04219,West,Goa,Cybersecurity,Morning,Short,2.5,1 Day,Semi-Formal,2,7.2,15.6,Campus Ambassador,64,52,0,49.3
L04220,South,Andhra Pradesh,Full Stack,Morning,Long,10.3,1 Day,Semi-Formal,1,6.7,9.1,Direct,65,59,0,71.1
L04221,South,Kerala,Cybersecurity,Morning,Short,2.4,Same Day,Semi-Formal,1,4.6,10.6,Direct,85,68,1,54.5
L04222,West,Goa,Data Science,Morning,Long,10.2,1 Day,Casual,1,6.9,17,Direct,64,60,0,39.6
L04223,West,Gujarat,Data Science,Morning,Long,10.9,Same Day,Semi-Formal,1,6.2,12.4,Direct,91,80,1,57.7
L04224,West,Goa,Full Stack,Morning,Medium,5.4,1 Day,Semi-Formal,1,6.4,12.1,Campus Ambassador,69,57,0,53.4
L04225,East,West Bengal,Data Science,Morning,Medium,5.5,2 Days,Formal,1,7.4,11.3,Direct,42,39,0,39.8
L04226,West,Goa,Cloud,Morning,Long,10.9,Same Day,Casual,1,4.2,11.4,Direct,62,58,0,55.4
L04227,North,Uttar Pradesh,Full Stack,Evening,Long,10.6,Same Day,Semi-Formal,1,2.4,9.9,Direct,87,67,1,59.8
L04228,West,Goa,Cloud,Afternoon,Short,1.2,2 Days,Semi-Formal,1,6.3,10.1,Direct,71,69,1,63.3
L04229,East,Jharkhand,Data Science,Morning,Long,10.8,Same Day,Formal,1,4.3,13.7,Direct,53,55,0,68.6
L04230,East,West Bengal,Cybersecurity,Evening,Long,10.6,Same Day,Casual,1,5.6,8.9,Direct,73,61,1,78.8
L04231,North,Rajasthan,AI & ML,Evening,Short,2.4,1 Day,Semi-Formal,1,7,12,Campus Ambassador,69,67,0,31.4
L04232,West,Goa,Data Science,Afternoon,Long,9.1,Same Day,Semi-Formal,1,3.1,9.9,Campus Ambassador,67,64,0,49
L04233,East,Jharkhand,Full Stack,Evening,Medium,5.3,Same Day,Formal,1,3.8,10.9,Direct,59,48,0,46.8
L04234,North,Haryana,AI & ML,Morning,Short,3,Same Day,Formal,1,4.5,9.9,Direct,90,71,1,59.8
L04235,North,Uttar Pradesh,Cybersecurity,Morning,Long,10.6,1 Day,Formal,1,8.7,13.4,Campus Ambassador,49,45,0,39.4
L04236,West,Gujarat,AI & ML,Evening,Long,9.4,1 Day,Semi-Formal,1,8,12.5,Direct,67,63,0,45.7
L04237,West,Gujarat,Data Science,Afternoon,Medium,6.9,2 Days,Formal,1,9.6,13.6,Direct,63,61,0,44.3
L04238,South,Kerala,AI & ML,Evening,Short,2.4,Same Day,Formal,1,4.5,13.9,Direct,56,45,0,45.4
L04239,North,Delhi,Cloud,Evening,Short,2.3,1 Day,Formal,1,7.3,11,Campus Ambassador,84,74,1,57
L04240,East,West Bengal,Cloud,Afternoon,Long,9.4,2 Days,Semi-Formal,1,4.7,16.2,Direct,59,52,0,47.2
L04241,North,Punjab,Cybersecurity,Morning,Short,2.1,1 Day,Formal,1,7.9,14.8,Direct,72,56,1,59.1
L04242,East,Odisha,Full Stack,Morning,Long,9.5,Same Day,Casual,1,5.7,16.4,Direct,69,55,0,44.4
L04243,East,West Bengal,Cloud,Afternoon,Medium,5,2 Days,Semi-Formal,1,3.6,9.8,Campus Ambassador,57,49,0,46.5
L04244,West,Maharashtra,AI & ML,Evening,Medium,5.6,2 Days,Casual,1,3.7,10.8,Campus Ambassador,66,61,0,49.4
L04245,West,Gujarat,Cybersecurity,Afternoon,Long,10.8,1 Day,Semi-Formal,1,4.8,13.8,Direct,61,63,0,39.6
L04246,North,Delhi,Cybersecurity,Evening,Short,1.5,Same Day,Semi-Formal,1,1.4,10.7,Campus Ambassador,78,70,1,59.1
L04247,West,Gujarat,Data Science,Morning,Short,2.7,Same Day,Semi-Formal,1,5.1,7.3,Direct,91,82,1,53.2
L04248,East,West Bengal,Cybersecurity,Evening,Medium,5.4,Same Day,Formal,1,4.8,10.5,Direct,61,60,0,42.8
L04249,East,Bihar,Cloud,Morning,Medium,6.8,2 Days,Formal,1,6.2,15.1,Campus Ambassador,65,55,0,63.7
L04250,West,Goa,Data Science,Afternoon,Medium,6,Same Day,Formal,1,7.3,10.2,Direct,54,53,0,51
L04251,South,Kerala,Cloud,Morning,Short,2.1,Same Day,Semi-Formal,1,2.5,17.5,Direct,67,57,0,31.7
L04252,South,Tamil Nadu,AI & ML,Afternoon,Long,10.5,1 Day,Casual,1,6.9,11.1,Direct,61,53,0,35.8
L04253,East,Bihar,Cybersecurity,Evening,Medium,5.3,Same Day,Formal,1,4.6,14.2,Direct,56,50,0,50.3
L04254,East,Bihar,Data Science,Afternoon,Short,2.8,2 Days,Semi-Formal,1,5.6,13,Campus Ambassador,69,60,0,57.2
L04255,West,Maharashtra,Cloud,Evening,Medium,7,2 Days,Semi-Formal,1,4.7,14.5,Direct,88,69,1,66.2
L04256,West,Maharashtra,Cloud,Afternoon,Medium,5.6,1 Day,Semi-Formal,1,3.7,11.6,Campus Ambassador,69,64,0,48.5
L04257,South,Kerala,Cybersecurity,Afternoon,Short,1.4,Same Day,Formal,1,6.7,13,Campus Ambassador,64,64,0,61.3
L04258,East,Jharkhand,Full Stack,Evening,Short,1.2,Same Day,Formal,1,7.6,13.7,Direct,75,63,1,64.3
L04259,South,Tamil Nadu,Full Stack,Evening,Medium,6,1 Day,Semi-Formal,1,8.7,8.3,Campus Ambassador,76,63,1,64.3
L04260,North,Uttar Pradesh,Cloud,Evening,Medium,6.8,Same Day,Semi-Formal,1,5.8,16.9,Direct,65,55,0,60.6
L04261,South,Andhra Pradesh,Cybersecurity,Afternoon,Medium,6.2,Same Day,Formal,1,5.6,14.4,Campus Ambassador,65,60,0,35.6
L04262,North,Rajasthan,Cloud,Morning,Long,10,Same Day,Semi-Formal,1,7.5,10.7,Direct,77,62,1,61.8
L04263,West,Goa,AI & ML,Morning,Long,9.1,Same Day,Formal,1,4.8,11.7,Direct,80,70,1,51.1
L04264,North,Haryana,Full Stack,Morning,Short,2.3,Same Day,Formal,1,4.7,10.1,Campus Ambassador,64,55,0,52.3
L04265,South,Telangana,Data Science,Morning,Medium,6.5,Same Day,Formal,1,5.6,7.5,Direct,56,47,0,44.1
L04266,North,Haryana,Cybersecurity,Evening,Long,10.4,Same Day,Semi-Formal,1,5,10.6,Direct,93,75,1,74.2
L04267,North,Punjab,Cybersecurity,Evening,Short,2.9,1 Day,Semi-Formal,1,5.8,9.5,Campus Ambassador,90,83,1,68
L04268,North,Haryana,Cloud,Evening,Short,1.2,2 Days,Semi-Formal,1,5.8,14.8,Campus Ambassador,75,65,1,62.4
L04269,West,Maharashtra,AI & ML,Morning,Long,10.4,1 Day,Formal,1,5.8,12.7,Campus Ambassador,65,61,0,52.3
L04270,North,Punjab,Full Stack,Evening,Short,1.4,Same Day,Semi-Formal,1,4.1,15.1,Direct,64,60,0,59.9
L04271,West,Maharashtra,Cybersecurity,Morning,Long,10.4,Same Day,Casual,1,5.5,12.3,Direct,85,72,1,53.1
L04272,West,Gujarat,AI & ML,Evening,Long,10.5,2 Days,Casual,1,5.9,8.8,Direct,66,54,0,52.4
L04273,South,Telangana,Data Science,Afternoon,Short,2.2,2 Days,Formal,1,7.2,11.1,Campus Ambassador,67,53,0,61.4
L04274,East,Jharkhand,Data Science,Morning,Short,2.5,2 Days,Formal,1,5.3,15.6,Campus Ambassador,81,69,1,48.7
L04275,South,Tamil Nadu,AI & ML,Morning,Long,10.6,1 Day,Casual,1,3.3,12.6,Campus Ambassador,79,71,1,41.2
L04276,West,Gujarat,Cybersecurity,Morning,Short,2.1,1 Day,Semi-Formal,1,9.7,9,Campus Ambassador,70,67,1,66.3
